,km_10,km_100
87853,8,89
87852,8,0
87851,0,0
87850,0,0
87857,0,20
87856,8,0
87855,0,20
87854,0,20
98884,4,70
98885,0,32
98886,8,63
98887,8,0
98880,0,0
109015,8,42
109014,8,23
109017,0,20
109016,0,32
109011,8,0
109010,0,32
109013,0,32
109012,4,4
98883,8,0
109019,0,0
109018,0,32
94791,0,0
98888,8,0
855660,8,0
94797,0,0
86810,8,24
86811,0,0
86812,4,24
86813,0,0
86814,8,0
86815,4,45
86816,8,0
86817,0,32
86818,4,11
86819,0,0
85543,8,63
90620,4,87
85541,0,0
85540,8,0
85547,8,0
85546,8,0
85545,0,32
85544,4,23
85549,3,29
85548,8,0
90622,8,42
90623,0,32
90624,4,29
90625,0,20
90626,0,32
90627,0,32
90628,4,23
90629,8,23
87039,8,0
87038,0,32
87031,0,32
87030,4,45
87033,3,45
87035,8,0
87034,0,0
87037,0,32
87036,8,0
104324,8,63
104325,8,0
104326,4,74
104320,4,24
93062,8,0
93061,4,24
93060,0,32
104823,0,0
112641,4,23
104821,3,27
104820,4,12
104827,8,24
112645,4,45
104825,0,32
112647,0,32
91670,3,11
110709,0,32
110708,0,32
106932,0,32
110703,0,32
110702,0,32
110701,8,0
110700,0,0
110707,0,0
106931,0,32
110705,0,20
110704,0,32
91673,8,0
91674,8,0
106936,0,32
91676,4,23
91677,8,24
96349,4,45
96348,8,89
96345,0,32
96344,4,89
96347,4,45
96346,8,63
96341,0,0
96340,8,0
96343,8,63
96342,0,0
94279,8,63
94278,0,32
94273,8,0
94272,4,97
94270,0,32
94277,0,32
94276,0,32
94275,8,0
94274,4,23
105166,4,4
96699,3,29
96698,8,4
96693,0,0
96692,0,0
96691,8,0
96690,0,32
96697,4,24
96696,0,32
96695,0,32
96694,0,0
94181,4,45
94180,8,0
97568,8,42
97569,8,0
94185,4,87
94184,0,32
94187,3,40
94186,8,4
97562,0,0
97563,0,20
97560,0,0
97561,0,0
97566,0,20
97567,4,45
97564,0,32
97565,4,45
90691,0,0
90690,8,23
90693,0,32
90692,0,0
90695,0,0
90694,0,20
90697,0,32
90696,8,0
90699,4,24
90698,8,23
118079,4,45
118078,0,32
118075,4,24
118074,8,0
118077,0,0
118076,8,89
118071,4,80
118070,0,32
118073,0,0
118072,0,0
103654,0,0
99258,0,0
99259,8,23
99256,8,63
99257,0,32
99254,4,45
99255,8,0
99252,0,0
99253,0,32
99250,0,0
99251,0,0
95589,8,23
95582,0,32
95583,8,0
95580,0,32
95581,0,20
95586,4,23
95587,4,24
95584,0,32
95585,0,32
99784,0,32
99785,0,32
90037,8,23
90036,8,23
99780,8,4
99781,4,52
90033,8,42
90032,3,45
99788,0,32
99789,0,0
95630,0,32
95631,4,23
95632,0,32
95633,0,0
95634,0,0
95635,0,0
95636,8,0
95637,0,0
95638,0,0
95639,0,32
112619,4,97
112618,4,89
112611,0,0
112610,8,0
112617,0,20
112616,4,11
112615,8,0
2009395,0,0
1206937,4,45
91634,8,23
91635,0,32
91636,0,0
91637,8,0
91630,4,45
91631,0,32
91632,4,11
106970,0,0
91638,0,32
91639,8,0
106978,8,4
93672,4,70
93673,4,70
93670,8,0
93671,0,32
93676,8,4
93677,8,24
93674,8,0
93675,0,20
93678,4,24
93679,0,0
105059,4,89
105058,0,0
93096,0,0
93097,3,27
93094,4,45
93095,0,0
93092,7,41
93093,0,0
93090,0,32
93091,0,32
93098,0,32
93099,4,70
105055,0,0
105054,0,32
105057,4,24
105056,0,32
105051,0,20
105050,0,0
100324,4,23
100988,0,32
97362,0,32
100984,0,0
100985,4,23
100986,0,0
100987,0,0
100980,8,0
100981,4,24
100982,4,23
100983,8,0
623843,4,45
104609,0,0
104608,0,32
104607,0,32
104606,4,89
104605,0,0
104604,0,0
104603,8,0
102588,8,87
104601,0,0
104600,0,32
102589,0,0
107569,8,0
107568,0,32
108978,8,0
108975,8,0
108974,0,32
108977,0,32
108976,0,0
108971,4,29
108970,0,32
108973,0,0
108972,0,0
106110,0,32
106113,0,32
106115,0,32
102609,0,32
102608,4,12
102601,0,32
102600,0,32
102603,0,32
102602,0,32
102605,8,4
102604,4,23
102607,8,23
102606,0,0
112151,4,70
112152,0,0
112153,0,0
112154,0,32
112155,4,89
112156,0,0
112157,8,42
112158,0,0
112159,8,0
108885,8,0
108884,0,20
108887,0,0
108886,8,23
108881,8,0
108880,8,63
1431594,4,24
108883,8,0
108882,8,89
85949,0,0
85948,8,0
85947,8,0
85946,4,23
85945,8,0
85944,8,0
85943,8,87
85942,4,24
85941,4,45
85940,4,11
107646,8,63
107647,8,23
107644,4,23
107645,0,32
107642,0,0
107643,0,0
104253,8,63
107648,8,0
107649,4,24
2273280,8,0
109734,4,70
109735,0,0
109736,0,32
109730,8,0
109731,8,23
109732,0,32
109733,8,24
1578175,0,20
107033,8,63
107035,8,42
105437,0,0
92577,0,32
88342,8,0
88343,0,0
88340,0,32
88341,8,0
127918,0,0
127919,0,0
88344,4,45
88345,8,23
127914,4,11
127915,8,0
127916,0,32
92575,4,89
127910,0,32
127911,0,32
127912,0,0
127913,0,0
100517,4,23
100516,8,23
100515,0,0
100514,0,32
100513,8,23
100512,8,42
100511,8,0
100510,8,0
105436,8,0
100519,4,23
100518,8,89
100327,8,0
86371,0,32
86370,0,32
86373,3,27
86372,0,32
86375,4,24
86374,0,0
86377,0,32
86376,0,32
86379,4,89
86378,0,32
106915,0,32
105431,8,0
86995,0,0
86994,8,23
86997,0,20
86996,0,32
86991,0,89
86990,4,45
86993,7,10
86992,8,0
86999,4,87
86998,8,0
105430,8,0
104356,8,0
101398,0,0
101399,0,32
101396,8,23
101397,3,29
101394,0,0
101395,0,32
101392,8,24
101393,8,16
101390,0,0
101391,0,32
1682020,0,32
94844,0,0
94845,0,0
94846,4,70
94847,0,0
94840,8,0
94841,2,76
94842,0,32
94848,4,45
94849,8,0
87721,0,32
111669,3,74
111668,4,70
111663,0,0
111662,0,32
111661,2,76
111660,4,11
111667,0,32
111666,8,0
111665,8,63
111664,0,0
110138,4,70
110139,3,29
110130,4,41
110131,0,32
110132,0,20
110133,4,23
110134,3,29
110135,0,0
110136,4,24
110137,0,32
89578,0,32
89579,4,11
89572,4,45
89573,8,0
89570,0,32
89571,4,45
89576,3,29
89577,0,32
89574,0,32
89575,0,32
87723,8,42
92643,0,32
87725,0,32
92879,0,32
92878,0,32
92877,0,32
92876,0,32
92875,0,0
92874,0,63
92873,0,32
92871,8,23
92870,0,32
96558,8,0
96559,8,0
96554,0,0
96556,8,0
96557,0,20
96550,8,0
96551,8,23
96552,0,32
96553,0,32
88625,0,32
88624,3,27
88627,0,32
88626,0,0
88621,4,23
88620,8,0
88623,0,32
88622,0,20
88629,0,32
88628,0,32
92768,4,45
102447,8,42
102446,4,45
102445,4,70
102444,0,32
102443,0,32
102442,8,0
102441,0,32
102440,0,32
94022,0,32
94023,0,32
94020,8,0
94021,0,32
94026,0,0
94027,0,32
102449,4,24
102448,0,89
96477,0,32
96476,4,4
96475,0,32
89272,3,40
96473,4,45
96472,0,0
96471,0,32
96470,8,0
2481209,0,0
112428,0,0
112429,0,32
105052,0,32
112420,0,32
112421,8,23
112422,0,32
112423,0,32
112424,0,32
112425,0,0
112426,0,32
2527082,0,32
95775,3,12
95774,3,29
95777,4,23
95776,4,23
95771,3,3
95770,4,11
95773,0,0
95772,0,32
99421,0,32
99420,0,0
99423,4,24
99422,0,0
95779,0,32
95778,0,0
99427,0,32
99426,8,89
106775,0,32
106774,8,23
106777,0,32
109532,8,23
109533,0,0
109530,0,0
109531,3,87
109536,4,23
109537,4,87
109534,3,11
109535,8,23
106771,0,32
109538,0,32
109539,0,0
112704,0,0
106770,0,0
106773,8,63
106772,4,89
109288,4,89
109289,0,0
109284,0,32
109285,0,32
109286,8,23
109287,8,42
109282,0,0
109283,0,0
92464,8,0
92465,0,0
92466,8,4
92467,8,0
92460,8,0
92461,8,0
92462,8,89
92463,4,41
92468,0,0
92469,4,45
899494,0,0
111300,0,32
111301,8,23
111302,0,32
111303,0,32
111304,4,23
111305,4,45
1100582,0,0
111307,4,24
111308,8,23
118473,4,45
92792,0,32
92793,0,0
92790,8,89
92791,4,45
92796,8,0
107254,4,23
92794,0,32
92795,8,23
107259,4,23
107258,8,0
92798,8,23
92799,8,0
118474,8,23
89426,3,29
118476,0,32
118479,0,0
118478,0,32
91847,0,32
91846,0,32
91845,0,32
91844,0,32
91843,4,11
91842,0,32
91841,0,32
91840,0,32
91849,0,32
91848,0,32
107875,0,32
107874,0,32
107877,0,32
107876,0,32
107871,0,32
107870,8,0
107872,8,0
107879,0,32
107878,0,32
101158,0,32
101159,8,87
101154,0,0
101155,8,0
101156,0,32
101157,8,0
101150,4,23
101151,4,89
101152,0,32
101153,0,0
117889,8,42
117888,0,32
117885,8,23
117884,4,23
117887,0,32
117886,0,32
117881,0,32
117880,8,89
117883,4,23
117882,0,32
112709,0,32
85338,0,32
85339,4,24
85330,2,3
85331,8,0
85332,0,0
85333,8,4
85334,2,40
85335,4,23
85336,0,0
85337,8,4
112708,3,40
2674862,8,63
2674863,3,45
2229888,8,0
98299,0,0
98298,0,0
98295,0,32
98294,4,45
98297,0,32
98296,8,0
98291,4,70
98290,4,47
98293,0,32
98292,0,0
101848,0,32
101849,0,32
101842,0,32
101843,2,83
101840,0,0
101841,0,0
101846,4,45
101847,0,0
101844,8,0
101845,0,32
86511,0,0
86510,4,45
86513,8,24
86512,0,32
86515,4,45
86514,0,32
86517,8,0
86516,0,32
86519,8,42
86518,8,0
111691,0,0
96092,0,0
2621018,4,23
2621017,0,0
89774,4,11
89775,8,0
89776,4,11
89777,4,87
89770,0,32
89771,4,23
89772,8,0
89773,8,0
89778,0,32
89779,8,23
103149,0,32
103145,3,11
103144,8,0
103147,8,0
103146,3,29
103141,3,29
103140,4,45
103143,4,11
103142,8,89
87749,8,63
87748,4,23
87743,0,32
87742,0,32
87741,8,63
87740,8,0
87747,8,23
87746,8,0
87745,0,0
87744,0,32
2620763,8,23
95414,0,20
95415,0,20
110600,4,23
100498,0,0
100499,8,0
100492,4,23
100493,8,0
100490,4,23
100491,8,53
100496,0,32
100497,0,32
100494,4,74
100495,4,24
99564,3,74
99565,0,32
3209687,4,89
3209686,3,70
84809,8,0
100725,4,45
100726,0,32
100727,0,32
100720,4,45
100721,0,32
100722,4,74
100723,0,32
84801,8,0
84800,0,0
84803,0,0
84802,0,32
84805,0,32
84804,0,32
84807,0,0
84806,0,0
90242,4,45
90243,8,24
90240,0,32
90241,8,0
90246,0,0
90247,8,63
90244,0,32
90245,3,29
90248,0,32
90249,0,0
101455,4,24
101454,0,0
101457,3,45
101456,4,23
101451,0,0
101450,8,0
101453,0,32
101452,8,4
101459,0,0
101458,8,89
96958,8,63
96959,4,11
96950,8,0
96951,4,97
96952,8,0
96953,0,32
96954,8,23
96955,4,23
96956,4,45
96957,0,32
85073,8,0
85072,3,3
85071,2,10
85070,0,32
85077,3,40
85076,0,0
85075,0,20
85074,0,32
85079,0,32
85078,3,71
92077,8,23
2657927,4,89
92076,4,45
100340,0,32
92074,0,32
100346,8,0
89945,0,32
92072,4,89
92071,8,0
92070,0,0
89944,0,20
3183082,0,32
3183080,0,32
3183081,0,32
111148,0,32
111149,8,0
111146,4,89
111147,4,45
111144,0,32
111145,8,24
111142,0,32
111143,0,32
111140,4,24
111141,8,0
95362,8,23
95363,4,45
95360,4,70
95361,0,32
95366,0,32
95367,0,32
95364,0,32
95365,4,70
95368,8,0
95369,6,75
110819,4,24
110818,4,24
110813,0,32
110812,0,32
110811,0,0
110810,0,32
110817,4,45
110816,8,0
110815,7,12
110814,8,0
111498,4,23
111499,4,89
111490,3,11
111491,4,4
111492,8,0
111495,3,64
111496,4,45
111497,0,20
118482,0,0
95986,8,24
95987,8,63
95984,0,20
95985,8,89
95982,0,20
95983,4,74
95980,4,17
95981,4,24
95988,8,63
95989,8,63
84757,0,0
93208,8,0
93207,4,23
93206,8,0
93205,0,0
93204,8,0
93203,0,0
93202,8,24
93201,0,32
93200,0,0
2764187,4,87
110369,0,0
110368,3,27
118176,2,83
118177,8,0
118170,8,23
118171,0,32
118172,0,32
118173,0,32
110361,0,32
110360,8,42
110363,8,63
110362,0,0
110365,8,0
110364,8,0
110367,0,0
110366,8,23
96189,4,23
96188,0,20
96183,0,32
96182,4,23
96181,0,32
96180,0,32
96187,0,0
96186,8,0
96185,0,32
96184,0,32
98059,4,45
98058,0,32
98057,8,0
98056,4,24
98055,0,89
98054,8,24
98053,0,0
98051,4,63
98050,8,0
93979,8,0
93978,0,32
93971,0,32
93970,4,80
93973,3,29
93972,4,23
93975,8,23
93974,0,32
93977,0,32
93976,8,42
105727,8,0
105723,0,32
105722,6,72
105721,0,32
105720,4,23
105729,0,32
105728,0,32
97278,0,32
97279,0,20
97272,0,0
97273,8,0
97276,3,26
97277,4,45
97274,4,23
97275,4,45
107471,8,0
107470,4,40
107473,0,0
107472,0,32
107475,0,0
107474,0,0
112329,4,23
112328,8,23
112323,3,70
112322,0,32
112321,8,23
112320,4,45
112327,0,32
112326,4,89
112325,4,97
112324,0,0
97794,0,32
94615,0,0
94614,8,42
94617,8,0
94616,8,0
94611,0,0
94610,0,32
94613,0,32
94612,8,23
98941,0,32
98940,3,29
98943,4,70
98942,3,29
98945,0,20
98944,8,0
98947,8,42
90725,0,0
90724,0,32
90727,0,32
90726,0,32
90721,3,29
90720,0,0
90723,0,32
90722,4,45
90729,0,32
90728,0,0
97798,0,0
104928,1,3
112588,8,4
112587,4,24
104927,0,32
112585,0,32
112584,1,72
104922,8,0
112582,4,23
104920,8,42
104921,8,42
102188,8,63
102189,8,89
102186,8,0
102187,8,24
102184,0,32
102185,8,23
102182,8,89
102183,8,0
102180,0,32
102181,6,66
91614,3,76
106407,0,0
106406,8,0
106405,4,89
106404,4,11
106403,8,23
106402,8,0
106401,0,0
94516,8,24
109099,8,63
109098,4,23
109095,4,70
109094,0,32
109097,0,0
109096,1,76
109091,8,23
109090,1,81
109093,3,29
109092,4,24
92617,8,23
92616,3,97
92615,4,23
92614,0,32
92613,0,32
92612,8,23
92611,0,32
92610,8,0
100128,8,42
100129,3,87
93304,0,32
92619,8,0
92618,3,29
93305,4,24
145808,3,70
145809,8,23
145806,0,20
93302,4,45
145804,0,0
145805,8,0
145802,0,0
145803,0,32
145800,0,20
145801,8,0
93300,4,87
93301,0,32
94512,0,32
103208,0,32
86898,8,24
86899,8,23
94513,0,32
86890,0,32
86891,0,32
86892,8,23
86893,8,23
86894,8,23
86895,4,63
86896,4,45
1508455,8,89
93566,0,32
93567,0,0
101291,8,42
93565,4,45
101297,0,0
101296,4,89
101295,0,0
101294,4,23
101299,0,0
101298,0,20
93568,0,32
93569,3,12
98556,6,69
98557,0,32
98554,8,0
98555,3,12
98552,4,89
103608,0,0
98550,3,70
98551,0,0
103609,8,0
98558,8,24
98559,0,32
91539,4,70
103605,8,0
91410,3,27
85278,0,0
104119,3,29
104118,8,23
104117,0,32
85274,0,32
104115,0,32
85276,8,0
85271,8,0
91412,8,0
104111,0,0
85272,4,70
91413,8,89
91414,3,29
91415,0,0
91416,0,0
902267,0,0
902265,0,0
902264,0,32
118174,8,23
118175,0,0
118178,4,24
118179,4,45
86700,4,23
86701,0,32
86702,0,32
86703,0,0
86704,4,89
86705,0,32
86706,4,74
86707,0,0
86708,8,89
86709,8,89
85938,8,0
85939,0,32
2646093,1,25
85930,4,70
85931,4,24
89107,4,24
89106,8,0
89105,8,0
89104,3,74
89103,1,96
89102,4,45
89101,4,11
89100,8,0
89109,4,23
89108,4,23
88852,0,32
88853,0,32
103338,0,32
88851,0,32
88856,0,32
88857,0,32
88854,0,32
111288,0,32
103332,8,23
103333,0,32
88858,0,0
88859,0,32
103336,0,32
103337,0,20
103334,8,0
103335,4,89
88276,8,0
88277,8,0
88274,8,0
88275,4,89
88272,0,32
88273,0,63
88270,8,0
88271,0,20
88278,0,32
88279,0,32
95502,0,32
95500,0,32
95501,0,0
95506,3,12
95507,8,0
95504,3,29
95505,0,0
95508,3,27
95509,4,45
86285,3,29
86284,4,71
86287,8,24
86286,0,32
86281,0,32
86280,4,23
86283,4,11
86282,0,0
86289,8,0
86288,0,32
149006,0,0
149007,8,0
149005,0,32
149008,4,45
109745,4,45
109744,4,23
109747,8,0
109746,2,76
109741,0,32
87474,0,32
1878791,8,23
109743,0,32
109742,0,32
96859,4,45
96858,0,0
96855,3,70
96854,4,45
96857,4,23
96856,4,45
96851,1,65
96850,8,63
96853,4,70
96852,0,32
102498,0,32
112877,0,0
112876,3,29
112875,0,32
112874,0,20
112873,0,0
112872,0,32
112871,4,23
112870,0,32
112879,4,24
112878,4,87
94754,4,89
94755,0,32
94756,0,32
94757,0,32
94750,8,0
94751,0,0
94752,8,0
94753,8,87
94758,4,70
94759,4,89
100375,0,20
100374,0,32
110886,0,32
1087855,0,32
92148,8,4
89848,8,23
89849,8,23
89842,8,89
89843,3,12
89840,8,23
89841,8,0
89846,8,23
89847,4,89
89844,0,32
89845,4,23
95087,0,32
95086,8,23
97818,8,0
97819,4,80
95083,8,63
95082,4,24
95081,0,32
95080,0,32
97812,0,32
110888,4,7
97810,0,32
97811,0,0
97816,0,0
97817,3,29
97814,8,0
97815,8,23
117968,4,23
117969,8,0
117966,2,55
117967,4,45
117964,4,23
117965,0,32
117962,8,0
117963,0,0
117960,8,0
117961,0,0
92176,8,89
111759,8,0
111758,8,23
111757,0,0
111756,3,71
111755,0,20
111754,0,0
111753,8,0
111752,0,32
111751,0,32
111750,4,70
92369,4,24
92368,0,20
92367,4,7
92365,1,1
92364,3,64
92363,4,45
92362,4,45
92361,4,23
92360,4,23
92174,0,32
91694,0,32
98390,0,32
98391,0,32
98392,0,32
98394,0,32
98395,0,32
98396,0,32
98397,0,32
98398,0,32
98399,0,32
92943,0,32
92942,0,32
92941,0,32
92940,8,0
92947,0,32
92946,0,32
92945,0,0
92944,8,0
92949,4,23
92948,8,4
111428,8,20
96068,8,0
96069,0,20
93018,8,0
93019,4,24
93016,0,32
93017,4,24
104357,8,4
93015,0,32
104351,0,32
104350,0,32
93010,8,89
104352,4,70
106267,8,0
105088,4,45
105089,4,89
106262,4,24
106261,0,63
106260,0,32
105080,0,32
105081,0,32
105087,3,3
106269,0,0
106268,3,12
91690,4,23
104687,8,0
104686,0,0
104685,4,87
104684,4,24
104683,4,23
104682,8,0
104681,0,32
104680,0,32
104689,0,0
104688,0,32
106191,0,32
106190,4,24
106193,0,32
106192,8,0
106195,0,32
106197,0,20
106196,0,32
106199,3,25
106198,0,20
102681,8,0
102680,8,0
102683,0,32
102682,0,32
102685,8,42
102684,0,32
102687,0,32
102686,0,20
102689,0,32
102688,0,0
99119,0,0
99118,0,0
108800,2,83
99110,8,0
99113,0,0
99112,0,0
99115,0,0
99114,8,0
99117,8,0
99116,8,89
105554,8,0
105555,4,70
105550,0,32
105551,3,3
102025,0,32
102024,8,0
102027,8,0
102026,1,61
102021,0,32
102020,0,32
102023,0,32
102022,8,0
102029,4,23
102028,8,0
108799,0,0
108798,4,89
108793,4,24
108792,0,32
108795,0,32
108794,8,0
108797,0,32
108796,0,32
3168777,0,32
3168776,0,32
103642,8,0
103643,0,32
103640,4,45
103641,8,23
103646,0,32
103647,8,23
103644,8,24
103645,8,0
103648,0,32
103649,0,32
91579,8,0
91578,4,45
92680,0,0
101648,4,45
101649,8,42
92681,8,0
101644,4,45
101645,4,23
101646,0,32
101647,0,32
101640,0,32
101641,4,11
101642,0,32
101643,8,0
109110,4,40
109111,8,23
109112,3,26
109113,1,76
109114,8,42
109115,4,23
109116,8,63
109117,8,23
109118,3,29
109119,3,29
92687,8,4
1394601,1,83
131166,4,23
131167,0,32
131164,0,32
131165,0,0
131162,0,32
131163,0,0
131160,0,32
131161,8,24
131168,4,23
92006,4,23
92007,1,72
92004,4,23
92005,1,81
92002,4,24
92003,4,70
92000,3,29
92001,8,63
92008,0,32
92009,0,32
182514,0,32
86919,0,32
86918,0,32
86915,0,32
86914,0,32
86917,0,32
86916,0,32
86911,0,32
86910,0,32
86913,0,32
86912,0,32
98949,0,32
98948,0,32
100646,0,32
85758,0,7
85759,0,32
85752,0,32
94619,8,0
85750,0,32
85751,4,24
85756,8,23
85757,4,11
85754,0,32
94618,8,0
99094,4,11
99095,0,0
99096,4,23
99097,0,32
99090,4,89
99091,8,63
99092,3,83
99093,8,0
99098,4,45
99099,8,42
100640,8,0
87660,0,20
87661,8,0
87662,3,11
87663,4,24
87664,0,0
87665,4,70
87666,0,0
87667,0,0
87668,8,0
87669,3,29
96133,4,45
103873,3,29
2620879,4,24
2620874,4,11
2620876,4,89
2803251,0,32
2803250,8,0
112589,0,32
104929,0,32
104926,0,32
206097,0,32
112586,8,52
206098,8,23
104924,4,23
86133,8,0
88904,4,70
86131,8,42
104925,4,23
86137,4,42
86136,8,0
86135,0,32
103081,4,24
86139,8,0
86138,3,27
88906,0,32
104923,0,32
103083,0,32
88900,0,32
88901,8,89
103086,4,89
103087,4,97
96268,8,4
96269,0,32
96266,8,0
96267,4,87
96264,4,45
96265,0,0
96262,4,24
96263,0,0
96260,0,32
96261,0,32
3195445,0,32
3195444,0,32
94807,0,0
89316,4,45
89317,4,45
89314,0,0
89315,0,32
89312,4,45
89313,0,0
89310,0,0
89311,4,4
89318,8,0
89319,4,23
90952,8,24
90953,4,89
90950,0,32
90951,0,0
90956,8,23
90957,3,29
90954,8,42
90958,8,0
90959,8,0
102824,8,0
118242,4,87
118243,0,32
99359,0,32
99358,0,32
118246,0,32
118247,0,20
118244,2,55
118245,8,23
99353,8,4
99352,8,24
99351,4,24
99350,0,0
99357,4,24
99356,4,23
99355,0,20
99354,0,32
97607,4,87
97606,8,0
97605,0,32
97604,0,32
97603,0,20
97602,0,32
97601,8,0
97600,0,32
97609,3,29
97608,1,76
90376,1,81
90377,3,27
90374,0,32
90375,4,89
90372,3,97
90373,4,45
90370,0,32
90371,0,32
90378,0,0
90379,0,0
101054,0,32
87484,0,32
87485,0,32
103551,0,32
101056,8,0
87480,0,32
87481,8,0
179213,8,0
87483,0,32
95893,4,45
91771,8,0
91770,8,0
91773,0,32
106831,0,32
106836,0,32
106837,8,23
91777,0,0
106835,8,89
91779,0,32
91778,0,32
106838,0,32
106839,4,89
93739,8,0
93738,8,0
93737,0,32
93736,0,0
93735,8,24
93734,0,32
93733,0,32
93732,0,20
93731,4,45
93730,4,23
111380,4,45
111381,0,32
111382,8,0
111383,8,42
111384,0,32
111385,0,20
111386,4,23
111387,4,42
110479,0,32
110478,0,32
110471,4,7
110470,0,0
110473,4,89
110472,4,23
110475,0,20
110474,8,23
110477,3,29
110476,8,23
95296,8,0
95297,0,32
95294,8,0
95295,0,0
95292,4,23
95293,0,32
95290,0,32
95291,0,32
95298,4,24
95299,2,92
93193,0,20
93192,8,23
93191,8,24
93190,4,70
93197,4,70
93196,8,23
93195,4,7
93194,4,11
93199,0,32
93198,3,87
98749,4,24
98748,0,0
98747,4,24
98746,3,29
98745,0,0
98744,4,45
98743,4,45
98742,3,76
98741,3,12
98740,0,32
100869,0,32
100868,8,63
100863,8,23
100862,0,32
100861,0,32
100860,4,45
100867,0,32
100866,8,0
100865,4,23
100864,8,0
104528,0,0
104529,8,23
104522,0,32
104523,0,32
104520,0,32
104521,4,24
104526,8,24
104527,0,0
104524,0,0
104525,8,0
99838,8,0
99839,8,0
99837,0,0
99834,0,0
99835,0,32
99832,0,32
99833,4,45
99830,0,0
99831,0,32
106014,0,0
106016,8,0
106017,4,23
106010,8,0
106011,4,70
106012,4,89
106013,8,0
106018,1,81
106019,8,0
112299,4,45
112298,3,3
112297,3,12
112296,0,32
112295,4,4
112294,8,23
112293,4,23
112292,8,23
112291,4,23
112749,3,12
112748,2,76
112741,4,70
112740,0,32
112743,0,32
112742,0,32
112745,0,32
85825,0,32
85826,0,32
112746,0,32
107765,0,32
107766,0,32
107761,0,32
107760,0,32
107769,4,23
183477,8,0
88429,0,20
88428,0,0
88427,0,32
88426,0,32
88425,8,0
88424,8,42
183479,0,20
88422,0,0
88421,4,89
88420,0,0
100412,0,32
100413,0,32
100410,0,0
100411,0,0
100416,8,42
100417,4,23
100414,8,42
100415,8,0
100418,4,23
100419,4,70
108166,4,70
108167,0,0
108164,0,32
108165,0,0
108162,3,29
108160,0,89
108161,0,0
108168,0,0
108169,8,52
84881,8,42
100122,0,32
84883,4,23
84882,4,45
84885,0,32
84884,0,20
84887,0,0
84886,3,27
84889,3,29
84888,8,0
100120,0,32
86032,0,32
86033,0,32
86030,0,32
86031,0,32
86036,3,27
86037,0,0
86034,3,27
86035,0,20
100126,3,45
86038,0,20
86039,4,97
100127,0,32
100124,8,23
2671724,0,0
100125,8,4
2671723,0,32
104706,0,32
99782,0,0
104704,4,23
1765468,0,32
111860,0,0
104190,8,0
104700,3,87
99783,0,32
104701,8,0
103853,4,24
103852,8,63
103851,0,32
103850,4,23
103857,4,87
103856,0,0
103855,3,97
103854,0,32
103859,8,0
103858,8,0
145807,0,0
111946,8,0
103719,0,0
868383,0,0
868382,8,63
868381,0,32
868384,8,4
944097,0,0
87145,0,32
87144,0,32
87147,1,81
87146,0,32
87141,0,32
87140,0,0
87143,0,0
87142,0,32
87149,8,0
87148,4,24
118462,0,0
118463,4,74
118460,0,0
89434,8,0
118466,0,32
118467,0,32
118464,4,12
118465,3,71
118468,4,87
118469,4,45
89439,4,87
89438,8,24
2651115,3,3
2651114,4,87
110676,4,23
110675,8,0
110674,8,0
110673,8,42
110672,8,0
95908,8,89
95909,1,81
95906,3,29
95907,4,97
95904,3,27
95905,4,71
95902,8,23
95903,3,29
95900,8,23
95901,4,45
625847,4,73
88746,0,0
88747,0,32
88744,0,32
88745,0,32
88742,0,32
88743,0,32
88740,0,32
88741,0,32
111948,0,32
88748,0,32
88749,0,32
91347,0,32
103717,0,32
1744847,0,32
90304,0,32
96767,0,32
96766,0,32
96765,0,20
96764,0,32
96763,0,0
96762,8,63
96761,0,32
96760,0,32
90308,0,32
96769,4,70
96768,8,23
97416,0,0
97414,0,0
97415,0,32
97412,8,0
97413,4,41
97410,8,0
97411,4,24
97418,0,32
97419,8,23
94699,0,0
94695,4,45
94694,3,29
94697,8,42
94696,0,0
94691,0,32
94690,8,0
94693,0,32
94692,0,32
101293,0,32
102278,0,32
102279,8,0
101292,3,71
102274,0,0
102275,8,0
102276,0,32
102277,0,32
102270,0,32
93564,0,32
102272,0,32
102273,3,29
93562,8,0
93563,0,0
93560,3,87
93561,0,20
2215103,8,0
108352,8,0
97642,0,0
99670,4,45
99671,4,4
111889,4,24
99673,4,11
99674,0,0
99675,0,32
99676,0,32
99677,4,23
99678,4,24
111882,8,0
111881,0,32
111880,0,20
111887,0,32
111886,8,0
111885,0,32
98553,4,97
106490,8,4
95128,0,32
95129,0,32
91352,0,32
95124,4,24
95125,8,0
95126,4,23
95127,0,32
95120,0,32
91351,4,11
95122,0,32
95123,0,32
112507,0,0
112506,0,0
112505,3,29
91350,0,32
112503,0,32
112502,0,32
112501,0,32
112500,0,0
106494,0,20
112509,8,23
106495,0,0
103468,0,0
103469,4,70
103466,0,32
103467,0,20
103464,0,32
103465,4,23
111266,3,29
111265,3,29
111264,0,0
111263,0,20
111262,0,0
111261,0,32
111260,3,80
107358,0,32
107359,4,87
92699,0,32
92698,4,23
107354,0,32
107355,0,0
107356,8,0
107357,4,89
92693,4,70
92692,3,27
92690,3,70
102700,0,0
102701,0,0
95854,8,23
102703,8,0
95855,4,70
95856,4,45
95857,0,32
95850,0,32
95851,0,32
95852,0,20
95853,0,32
91920,4,45
90916,8,0
91922,8,42
91923,8,0
91924,8,0
91926,0,32
90917,0,0
91928,0,32
91929,0,32
90914,0,32
90915,8,24
102407,8,0
